episode,frame,running_reward,max_reward,time
2834,1690000,286.8,900.0,49193.27451491356
2850,1700000,290.15,900.0,49509.38251495361
2866,1710000,287.35,900.0,49824.9487221241
2882,1720000,273.5,900.0,50139.64429497719
2896,1730000,267.05,745.0,50454.77467894554
2911,1740000,274.7,745.0,50770.308331012726
2926,1750000,273.5,725.0,51085.42913413048
2944,1760000,254.55,725.0,51410.75324392319
2960,1770000,259.5,725.0,51743.165367126465
2975,1780000,263.1,725.0,52057.94996500015
2990,1790000,266.1,725.0,52373.78376913071
3003,1800000,268.05,750.0,52689.01997208595
3017,1810000,275.15,750.0,53003.60450005531
3033,1820000,276.55,750.0,53318.03319096565
3049,1830000,277.35,750.0,53632.22984409332
3063,1840000,287.55,750.0,53946.87524104118
3078,1850000,287.7,750.0,54261.235512018204
3093,1860000,282.7,750.0,54576.259107112885
3108,1870000,269.9,710.0,54891.93881201744
3124,1880000,273.4,710.0,55207.49683904648
3139,1890000,279.3,635.0,55523.06560301781
3156,1900000,265.05,615.0,55838.24039006233
3171,1910000,259.95,615.0,56154.39538502693
3186,1920000,265.4,615.0,56469.95425701141
3202,1930000,268.35,610.0,56785.881112098694
3218,1940000,259.45,610.0,57101.24372410774
3234,1950000,257.55,715.0,57417.03736805916
3249,1960000,262.4,715.0,57733.04066610336
3264,1970000,274.2,715.0,58049.15408396721
3280,1980000,260.85,715.0,58364.67743897438
3294,1990000,265.25,715.0,58680.046073913574
3308,2000000,276.35,715.0,58996.82839202881
3323,2010000,280.85,720.0,59313.941381931305
3338,2020000,280.9,720.0,59630.763409137726
3354,2030000,287.45,720.0,59947.77879810333
3368,2040000,284.85,745.0,60265.73825407028
3382,2050000,290.9,745.0,60583.2727060318
3395,2060000,297.0,745.0,60900.801229953766
3408,2070000,310.15,745.0,61219.09382009506
3421,2080000,313.4,745.0,61537.193711042404
3436,2090000,325.2,745.0,61854.622838974
3451,2100000,327.65,745.0,62172.701036930084
3465,2110000,321.9,720.0,62490.31895709038
3481,2120000,322.8,720.0,62807.78314304352
3496,2130000,311.75,720.0,63125.28246307373
3510,2140000,294.35,610.0,63444.916634082794
3527,2150000,291.6,620.0,63768.739372968674
3543,2160000,275.5,620.0,64097.572772979736
3560,2170000,274.2,620.0,64418.07733297348
3576,2180000,269.75,620.0,64736.02909898758
3588,2190000,285.7,835.0,65054.250025987625
3600,2200000,292.9,835.0,65372.499422073364
3613,2210000,299.75,835.0,65691.26859998703
3628,2220000,300.8,835.0,66009.0108230114
3644,2230000,308.35,835.0,66328.16620993614
3658,2240000,313.25,835.0,66646.89312911034
3671,2250000,321.0,835.0,66964.846544981
3686,2260000,311.2,800.0,67283.51034808159
3703,2270000,292.5,800.0,67602.36440706253
3716,2280000,289.95,800.0,67920.12681913376
3728,2290000,296.3,800.0,68238.39465999603
3741,2300000,301.1,695.0,68555.89199614525
3756,2310000,306.05,695.0,68874.55422306061
3769,2320000,313.7,750.0,69193.51186609268
3783,2330000,317.45,750.0,69511.99924707413
3795,2340000,323.75,750.0,69833.48497104645
3808,2350000,329.25,750.0,70150.44814705849
3823,2360000,321.75,750.0,70468.39309310913
3838,2370000,308.6,750.0,70786.80537414551
3854,2380000,305.25,750.0,71104.08920907974
3867,2390000,306.15,835.0,71432.71841192245
3882,2400000,309.4,835.0,71799.62165307999
3898,2410000,298.9,835.0,72241.1902050972
3913,2420000,295.1,835.0,72682.96981906891
3928,2430000,296.1,835.0,73118.56704807281
3942,2440000,300.55,835.0,73560.42011094093
3957,2450000,299.05,835.0,73901.71191692352
3971,2460000,290.8,630.0,74229.6526670456
3984,2470000,298.55,730.0,74558.34015393257
4000,2480000,296.2,730.0,74904.4976940155
4014,2490000,305.7,1085.0,75251.3823530674
4028,2500000,316.35,1085.0,75590.82976603508
4041,2510000,315.95,1085.0,75920.25433802605
4057,2520000,310.15,1085.0,76242.15858006477
4072,2530000,301.35,1085.0,76562.86668896675
4085,2540000,298.6,1085.0,76884.19806814194
4098,2550000,305.1,1085.0,77205.48584794998
4111,2560000,308.9,675.0,77527.1522989273
4126,2570000,301.75,675.0,77849.49245810509
4141,2580000,295.35,635.0,78171.10761499405
4155,2590000,301.65,635.0,78493.72100806236
4168,2600000,306.1,910.0,78818.57927894592
4180,2610000,330.25,980.0,79160.0389509201
4192,2620000,336.55,980.0,79507.4652891159
4206,2630000,336.7,980.0,79866.936617136
4219,2640000,341.6,980.0,80224.41476202011
4233,2650000,351.15,980.0,80585.45616912842
4246,2660000,360.15,980.0,80934.1728439331
4262,2670000,362.55,980.0,81256.81861495972
4275,2680000,354.35,755.0,81579.68324995041
4287,2690000,348.7,790.0,81902.1044819355
4300,2700000,341.4,790.0,82224.82772707939
4315,2710000,344.75,790.0,82549.22542405128
4330,2720000,332.55,790.0,82872.2319059372
4344,2730000,323.45,790.0,83194.9314160347
4361,2740000,324.55,1040.0,83518.09046411514
4375,2750000,315.85,1040.0,83841.3345849514
4390,2760000,303.2,1040.0,84164.86220812798
4401,2770000,304.0,1040.0,84488.43066310883
4414,2780000,308.3,1040.0,84813.23384404182
4428,2790000,320.1,1040.0,85144.46622109413
4441,2800000,319.55,1040.0,85472.91438794136
4453,2810000,322.7,770.0,85797.76512002945
4467,2820000,340.65,830.0,86124.00099396706
4478,2830000,342.7,945.0,86447.98624610901
4493,2840000,341.05,945.0,86773.77537298203
4507,2850000,334.2,945.0,87099.316147089
4519,2860000,338.65,945.0,87435.27395391464
4534,2870000,336.95,945.0,87767.26099395752
4544,2880000,351.05,945.0,88092.18103408813
4558,2890000,344.85,945.0,88416.74441313744
4570,2900000,349.05,945.0,88741.75767207146
4584,2910000,343.4,770.0,89071.76346898079
4598,2920000,355.7,770.0,89424.33815407753
4612,2930000,353.0,770.0,89771.10183095932
4626,2940000,351.65,770.0,90109.8074889183
4641,2950000,344.8,800.0,90449.32789301872
4653,2960000,343.45,820.0,90780.98445296288
4667,2970000,332.15,820.0,91108.16531991959
4681,2980000,329.45,820.0,91435.61823296547
4695,2990000,325.3,820.0,91762.9620039463
4711,3000000,319.0,820.0,92091.15218400955
4724,3010000,321.85,820.0,92417.65697097778
4741,3020000,311.35,820.0,92745.18543601036
4755,3030000,307.55,700.0,93072.41079711914
4770,3040000,308.05,715.0,93399.95782208443
4782,3050000,312.8,1010.0,93727.26880407333
4797,3060000,313.8,1010.0,94056.53753304482
4810,3070000,320.2,1010.0,94384.57653594017
4825,3080000,319.25,1010.0,94711.47892212868
4838,3090000,327.9,1010.0,95039.69647312164
4850,3100000,343.15,1010.0,95366.82587313652
4865,3110000,327.35,1010.0,95697.12987208366
4880,3120000,315.75,775.0,96025.68445491791
4893,3130000,323.2,775.0,96353.9782280922
4907,3140000,321.45,765.0,96682.56452012062
4923,3150000,311.25,725.0,97010.13102293015
4935,3160000,310.9,725.0,97337.59409809113
4952,3170000,292.3,725.0,97665.18307995796
4968,3180000,290.6,725.0,97992.97081208229
4981,3190000,296.2,725.0,98320.51247000694
4995,3200000,291.55,720.0,98648.29969501495
5010,3210000,284.2,720.0,98976.18542695045
5024,3220000,301.45,730.0,99303.24280500412
5040,3230000,288.85,730.0,99631.14569091797
5054,3240000,300.55,730.0,99958.59044408798
5068,3250000,309.55,730.0,100285.82496404648
