episode,reward,running_reward,max_reward,epsilon,loss,time_since_start
2,0.0,117.5,165.0,0.9991000000000296,0.0032531809993088245,39.98802089691162
4,35.0,107.5,165.0,0.9982000000000593,0.4600240886211395,82.14590096473694
6,0.0,120.83333333333333,165.0,0.9973000000000889,0.001074410742148757,129.84199690818787
8,65.0,113.75,165.0,0.9964000000001185,0.0014035174390301108,181.8145809173584
10,110.0,120.0,255.0,0.9955000000001482,0.4536592960357666,238.3433599472046
12,155.0,120.41666666666667,255.0,0.9946000000001778,0.7677356600761414,299.5590898990631
14,105.0,129.28571428571428,255.0,0.9937000000002074,0.6088461875915527,362.78768587112427
16,15.0,137.8125,275.0,0.992800000000237,0.00060690613463521,425.2623448371887
18,30.0,134.16666666666666,275.0,0.9919000000002667,0.00034426525235176086,486.99185490608215
20,50.0,132.25,275.0,0.9910000000002963,0.43878355622291565,545.5146019458771
22,145.0,132.04545454545453,275.0,0.9901000000003259,0.0002028146991506219,601.9823617935181
