episode,reward,running_reward,max_reward,epsilon,loss,time_since_start
214,120.0,155.35,485.0,0.9010000000032594,0.14057312905788422,8371.242558002472
233,75.0,163.75,485.0,0.8920000000035557,0.006611404940485954,9048.153301000595
250,460.0,161.9,485.0,0.883000000003852,0.0009702175739221275,9726.158780097961
269,115.0,169.5,485.0,0.8740000000041483,0.01659311167895794,10415.703441143036
288,180.0,173.25,540.0,0.8650000000044447,1.3761847019195557,11095.144320964813
306,75.0,177.45,540.0,0.856000000004741,0.0013776434352621436,11785.72601890564
327,5.0,163.05,540.0,0.8470000000050373,0.45374542474746704,12507.206201076508
347,55.0,160.95,540.0,0.8380000000053336,0.45360204577445984,13217.094648122787
368,0.0,153.3,540.0,0.8290000000056299,0.000545307295396924,13936.487159013748
385,245.0,149.7,490.0,0.8200000000059262,0.010286555625498295,14648.36437010765
403,120.0,156.3,490.0,0.8110000000062225,0.0021779632661491632,15361.461321115494
422,110.0,153.8,490.0,0.8020000000065188,0.607875645160675,16072.888482093811
441,110.0,157.75,490.0,0.7930000000068151,0.45543372631073,16775.652074098587
461,160.0,150.9,440.0,0.7840000000071115,0.014970987103879452,17480.062479019165
481,15.0,150.3,440.0,0.7750000000074078,0.11952800303697586,18194.728261947632
499,50.0,145.85,440.0,0.7660000000077041,0.755545437335968,18900.70669913292
520,105.0,141.05,440.0,0.7570000000080004,0.5783063769340515,19619.551774024963
538,105.0,142.05,410.0,0.7480000000082967,0.005682036280632019,20348.781069993973
557,0.0,151.85,440.0,0.739000000008593,0.002469486789777875,21068.6015291214
573,80.0,159.05,440.0,0.7300000000088893,0.008074569515883923,21789.578383922577
591,110.0,163.2,515.0,0.7210000000091856,0.01939094439148903,22522.27995991707
608,45.0,165.8,515.0,0.7120000000094819,0.007538805715739727,23245.360116958618
624,50.0,183.3,975.0,0.7030000000097782,0.040196873247623444,23976.011075019836
641,55.0,189.35,975.0,0.6940000000100746,0.4332038462162018,24696.599261045456
661,240.0,178.95,975.0,0.6850000000103709,0.0029880215879529715,25419.896752119064
682,0.0,170.2,975.0,0.6760000000106672,0.6104270815849304,26155.53350710869
700,35.0,173.35,975.0,0.6670000000109635,0.0037970803678035736,26881.76254105568
719,65.0,163.75,545.0,0.6580000000112598,1.2021971940994263,27610.880576133728
737,125.0,156.1,515.0,0.6490000000115561,0.13865044713020325,28351.67253303528
753,110.0,166.85,570.0,0.6400000000118524,0.455670028924942,29082.31751203537
773,60.0,168.2,670.0,0.6310000000121487,0.004026823211461306,29815.199365139008
791,55.0,175.95,670.0,0.622000000012445,0.4578881859779358,30559.989577054977
809,215.0,177.3,670.0,0.6130000000127414,0.04583822190761566,31295.56030011177
825,95.0,187.5,670.0,0.6040000000130377,0.0018443719018250704,32031.716516971588
843,65.0,181.45,670.0,0.595000000013334,0.47047486901283264,32781.58574295044
863,35.0,170.05,495.0,0.5860000000136303,0.00077783566666767,33521.571712970734
880,5.0,174.35,615.0,0.5770000000139266,0.001955566229298711,34275.27305698395
899,105.0,171.8,615.0,0.5680000000142229,0.00992213562130928,35018.577271938324
918,5.0,168.75,615.0,0.5590000000145192,0.4458315372467041,35755.006649017334
