episode,reward,running_reward,max_reward,epsilon,loss,time_since_start
5794,120.0,298.4,925.0,0.1,0.9383419752120972,12454.74265217781
5807,210.0,316.9,925.0,0.1,0.31643497943878174,12487.949787139893
5821,170.0,324.05,925.0,0.1,0.9214562177658081,12521.330826044083
5835,0.0,318.5,925.0,0.1,0.30372536182403564,12554.482097148895
5847,260.0,306.4,695.0,0.1,0.5235236883163452,12587.71814417839
5862,130.0,310.4,695.0,0.1,0.5420206785202026,12620.700742006302
5877,205.0,307.3,695.0,0.1,0.45424699783325195,12653.8716340065
5891,105.0,308.2,800.0,0.1,1.8262290954589844,12686.88592505455
5909,125.0,283.9,800.0,0.1,1.0618138313293457,12720.508295059204
5923,55.0,281.4,800.0,0.1,0.7404745817184448,12751.92995595932
5937,525.0,279.75,800.0,0.1,1.8222126960754395,12783.345093011856
5953,35.0,271.15,800.0,0.1,0.5484962463378906,12814.996423006058
5967,155.0,274.05,800.0,0.1,0.6066102981567383,12847.200739145279
5982,120.0,274.75,800.0,0.1,0.7508535385131836,12878.519252061844
5998,180.0,267.55,610.0,0.1,0.9479836821556091,12909.920226097107
6014,415.0,262.0,610.0,0.1,0.7214503288269043,12942.631781101227
6031,185.0,262.9,610.0,0.1,1.1501636505126953,12975.17647600174
6046,5.0,261.35,565.0,0.1,0.44864362478256226,13007.383270025253
6062,300.0,257.85,565.0,0.1,0.3047603368759155,13039.488867044449
6079,260.0,247.05,565.0,0.1,0.959538996219635,13071.501319169998
6095,385.0,253.6,615.0,0.1,0.5962748527526855,13104.208831071854
6109,175.0,267.75,615.0,0.1,0.619503378868103,13137.05000114441
6125,0.0,269.95,615.0,0.1,1.1992145776748657,13169.403288125992
6140,105.0,275.55,805.0,0.1,0.6547094583511353,13201.314774990082
6155,35.0,286.45,805.0,0.1,0.9162997007369995,13233.603646993637
6170,0.0,288.6,805.0,0.1,0.5610885620117188,13265.910608053207
6185,50.0,296.7,805.0,0.1,0.3650459945201874,13297.95103597641
6200,135.0,284.45,805.0,0.1,0.9247879981994629,13330.38795208931
6215,5.0,279.25,805.0,0.1,0.5050456523895264,13367.61266207695
6228,215.0,278.35,805.0,0.1,1.4877227544784546,13404.485303163528
6242,320.0,273.9,785.0,0.1,1.1541154384613037,13441.848003149033
6256,0.0,277.3,775.0,0.1,1.9467483758926392,13478.254755020142
6269,230.0,279.35,775.0,0.1,0.743589460849762,13515.364112138748
6283,125.0,287.45,710.0,0.1,0.508330225944519,13552.362878084183
6296,0.0,302.45,770.0,0.1,0.9095924496650696,13589.082424163818
6309,350.0,305.35,770.0,0.1,0.5535531044006348,13622.876753091812
6324,30.0,308.3,770.0,0.1,0.4394931495189667,13655.656808137894
6338,215.0,303.05,770.0,0.1,0.7040284872055054,13688.401761054993
6352,460.0,302.6,885.0,0.1,1.1872029304504395,13721.476781129837
6365,5.0,301.65,885.0,0.1,2.6201727390289307,13753.491745948792
6377,235.0,303.05,885.0,0.1,1.1812081336975098,13786.025163173676
6391,0.0,301.45,885.0,0.1,0.9937120676040649,13818.348520040512
6403,595.0,299.55,885.0,0.1,0.5784739255905151,13851.762220144272
6416,210.0,310.6,885.0,0.1,1.3064085245132446,13884.20992398262
6429,30.0,321.15,885.0,0.1,0.6443838477134705,13916.776898145676
6444,150.0,324.0,885.0,0.1,0.2895495593547821,13949.49559211731
6459,0.0,317.2,775.0,0.1,1.221184253692627,13982.553858995438
6472,0.0,314.4,775.0,0.1,2.1657872200012207,14015.18187713623
6487,75.0,307.15,775.0,0.1,0.8754860758781433,14047.771497011185
6504,0.0,293.3,755.0,0.1,2.614468574523926,14080.980668067932
6519,210.0,283.55,975.0,0.1,0.7154247164726257,14114.204626083374
6535,320.0,277.35,975.0,0.1,0.5102587938308716,14147.602816104889
6552,135.0,272.15,975.0,0.1,0.39087605476379395,14180.766941070557
6567,105.0,267.2,975.0,0.1,0.32864999771118164,14213.445968151093
6583,155.0,263.65,975.0,0.1,0.9906570911407471,14246.529608011246
6596,460.0,269.0,975.0,0.1,1.4033079147338867,14279.60327911377
6612,410.0,264.15,620.0,0.1,0.9622242450714111,14313.405372142792
6626,210.0,271.25,620.0,0.1,0.820391058921814,14346.273734092712
6643,230.0,274.9,620.0,0.1,0.7391730546951294,14379.460222005844
6657,5.0,294.1,620.0,0.1,0.4399853050708771,14412.423274040222
6674,5.0,284.7,600.0,0.1,1.1092112064361572,14445.755880117416
6688,175.0,291.15,690.0,0.1,0.6135396957397461,14478.440879106522
6702,0.0,298.95,690.0,0.1,0.5100375413894653,14511.744054079056
6717,510.0,292.95,690.0,0.1,1.1147750616073608,14544.760650157928
6733,155.0,296.95,690.0,0.1,0.9542613625526428,14578.033261060715
6748,90.0,289.25,690.0,0.1,1.0314154624938965,14610.965209007263
6762,160.0,300.75,740.0,0.1,1.037118673324585,14644.204811096191
6778,45.0,303.65,740.0,0.1,0.40763571858406067,14677.268877029419
6792,135.0,302.7,740.0,0.1,1.3511229753494263,14710.589416980743
6806,50.0,302.4,740.0,0.1,0.8388882875442505,14744.231004953384
6822,135.0,298.15,740.0,0.1,1.3575419187545776,14777.573100090027
6836,465.0,295.2,740.0,0.1,2.9742283821105957,14810.906388044357
6849,170.0,309.2,760.0,0.1,0.7436676621437073,14844.383756160736
6863,210.0,295.7,760.0,0.1,0.39397746324539185,14877.81305217743
6878,5.0,307.3,895.0,0.1,1.0316953659057617,14911.134757995605
6893,30.0,297.85,895.0,0.1,0.2920287251472473,14944.468368053436
6905,225.0,301.85,895.0,0.1,0.5721522569656372,14978.126316070557
6920,0.0,301.9,895.0,0.1,0.520170271396637,15010.30182504654
6935,65.0,311.75,895.0,0.1,0.41839098930358887,15042.209094047546
6949,265.0,304.3,895.0,0.1,0.42242223024368286,15073.655107021332
6963,210.0,312.1,895.0,0.1,0.8126688599586487,15105.62397813797
6978,120.0,307.8,910.0,0.1,1.397230863571167,15137.381850004196
6994,105.0,302.45,910.0,0.1,0.692645788192749,15169.477303028107
7006,260.0,308.25,910.0,0.1,0.7951394319534302,15201.433314085007
7022,0.0,308.3,910.0,0.1,0.5124794244766235,15233.673700094223
7037,335.0,307.3,910.0,0.1,0.8334023356437683,15265.902269124985
7054,125.0,286.0,910.0,0.1,0.3417280316352844,15298.420953035355
7069,235.0,282.35,910.0,0.1,0.6036723256111145,15330.406979084015
7085,120.0,278.35,765.0,0.1,0.9338806867599487,15362.8317091465
7099,145.0,284.05,765.0,0.1,0.6968526840209961,15394.95907998085
7115,0.0,277.75,765.0,0.1,0.6594744920730591,15428.159883022308
7132,125.0,270.55,765.0,0.1,0.8459880948066711,15460.50281214714
7146,110.0,271.9,765.0,0.1,0.5781791806221008,15493.079624176025
7160,135.0,284.25,765.0,0.1,0.8331301212310791,15525.414347171783
7172,255.0,294.25,780.0,0.1,0.6252131462097168,15557.789567947388
7185,210.0,301.6,780.0,0.1,0.8343660831451416,15590.217112064362
7200,260.0,296.35,780.0,0.1,0.6824711561203003,15622.784868955612
7214,425.0,303.75,780.0,0.1,1.3046635389328003,15655.097438097
7229,235.0,315.45,780.0,0.1,1.0399810075759888,15687.70590209961
7245,0.0,311.3,780.0,0.1,1.1387003660202026,15720.719521045685
7259,270.0,305.45,780.0,0.1,0.8364519476890564,15753.46488904953
7273,135.0,299.05,905.0,0.1,2.63470721244812,15785.66842508316
7288,110.0,287.75,905.0,0.1,1.1793173551559448,15818.522458076477
7301,215.0,289.35,905.0,0.1,0.8415635228157043,15851.619949102402
7316,140.0,276.15,905.0,0.1,0.5698847770690918,15884.539317131042
7330,145.0,273.0,905.0,0.1,0.8400123119354248,15917.022000074387
7344,190.0,277.5,905.0,0.1,0.6050163507461548,15949.955594062805
7360,105.0,265.8,635.0,0.1,0.8587411642074585,15982.915168046951
7377,30.0,252.45,565.0,0.1,0.7054300308227539,16015.840283155441
7391,65.0,257.1,700.0,0.1,0.44753867387771606,16048.591034173965
7405,120.0,271.9,700.0,0.1,0.33811840415000916,16082.20554614067
7421,5.0,275.45,770.0,0.1,0.5604488849639893,16115.189612150192
7435,415.0,274.25,770.0,0.1,0.33641064167022705,16148.13669514656
7448,325.0,280.6,795.0,0.1,0.4525710344314575,16180.90775513649
7463,210.0,283.1,795.0,0.1,0.8891893625259399,16213.776674032211
7478,0.0,294.95,795.0,0.1,0.8192873001098633,16246.752330064774
7492,245.0,291.85,795.0,0.1,0.6283084154129028,16279.850557088852
7506,135.0,289.25,795.0,0.1,0.785656213760376,16312.972648143768
7521,290.0,281.7,795.0,0.1,0.7055293917655945,16345.911862134933
7535,120.0,287.0,795.0,0.1,1.1222316026687622,16378.77436208725
7549,90.0,280.85,650.0,0.1,0.8985588550567627,16411.9269220829
7563,105.0,285.05,650.0,0.1,0.6981865763664246,16444.853773117065
7577,565.0,282.8,650.0,0.1,0.37419381737709045,16478.049940109253
7592,225.0,288.5,680.0,0.1,0.379424512386322,16510.82556605339
7608,120.0,280.8,680.0,0.1,0.5834240913391113,16544.690801143646
7624,105.0,280.9,680.0,0.1,1.4380064010620117,16578.04833507538
7639,240.0,273.8,680.0,0.1,0.7701161503791809,16611.259495973587
7653,380.0,275.75,745.0,0.1,1.1155203580856323,16643.950605154037
7668,105.0,274.45,745.0,0.1,1.4707003831863403,16677.465449094772
7682,0.0,278.25,780.0,0.1,0.7872827053070068,16710.6070189476
7699,120.0,265.55,780.0,0.1,0.34925907850265503,16743.86148405075
7713,55.0,272.3,780.0,0.1,0.9489898681640625,16777.515388011932
7728,210.0,274.55,780.0,0.1,0.21160253882408142,16810.772119045258
7743,365.0,275.85,780.0,0.1,0.8969323039054871,16843.92427301407
7756,210.0,284.55,780.0,0.1,0.4606996774673462,16877.347994089127
7772,380.0,282.65,780.0,0.1,0.5026811361312866,16910.49063706398
7787,5.0,285.65,650.0,0.1,1.003922700881958,16943.388782978058
7800,210.0,289.0,650.0,0.1,3.112323760986328,16976.943814992905
7814,180.0,292.15,650.0,0.1,0.7442455291748047,17010.629009962082
7827,230.0,301.75,650.0,0.1,0.6516615152359009,17044.229513168335
7840,200.0,305.4,680.0,0.1,0.8741145730018616,17077.718633174896
7856,150.0,297.1,680.0,0.1,0.7497001886367798,17111.01768398285
7872,0.0,297.9,680.0,0.1,0.4882984161376953,17144.719895124435
7887,180.0,289.8,680.0,0.1,0.45509272813796997,17178.090708971024
7901,150.0,290.9,680.0,0.1,0.39225780963897705,17212.258358955383
7915,160.0,290.15,680.0,0.1,0.3908872604370117,17243.91170310974
7930,50.0,274.5,680.0,0.1,0.5798089504241943,17276.328602075577
7945,75.0,273.6,695.0,0.1,1.9005062580108643,17308.37580394745
7959,180.0,273.75,705.0,0.1,0.6236938834190369,17340.293913125992
7975,330.0,268.9,705.0,0.1,1.6513986587524414,17372.130879163742
7989,180.0,278.75,705.0,0.1,0.8475569486618042,17404.348397016525
8002,0.0,290.2,800.0,0.1,0.644304633140564,17436.347655057907
8016,100.0,293.25,800.0,0.1,1.0968700647354126,17468.784259080887
8028,210.0,303.85,800.0,0.1,1.2896686792373657,17500.9481651783
8042,155.0,304.95,800.0,0.1,0.7123397588729858,17533.375096082687
8056,125.0,307.15,800.0,0.1,0.563776969909668,17565.742386102676
8068,750.0,319.3,800.0,0.1,0.9984573125839233,17598.098446130753
8083,280.0,321.65,800.0,0.1,1.734741449356079,17630.14528107643
8101,105.0,311.6,800.0,0.1,0.731126606464386,17662.97891497612
8116,195.0,301.35,780.0,0.1,1.028047800064087,17696.00881409645
8128,135.0,305.0,780.0,0.1,0.9583259224891663,17729.085594177246
8142,215.0,310.1,780.0,0.1,0.3130420446395874,17761.835230112076
8158,50.0,302.95,780.0,0.1,2.239839553833008,17794.428532123566
8172,170.0,294.55,685.0,0.1,0.5001550912857056,17827.184393167496
8188,485.0,298.95,685.0,0.1,0.48762017488479614,17860.330223083496
8203,5.0,304.15,685.0,0.1,1.2299216985702515,17893.26397395134
8215,180.0,302.75,685.0,0.1,0.35465455055236816,17926.16290998459
8230,120.0,294.85,675.0,0.1,2.0978987216949463,17958.843080997467
8245,140.0,291.75,675.0,0.1,0.6042332053184509,17992.210337162018
8258,155.0,289.4,675.0,0.1,0.8747683763504028,18024.732007980347
8273,215.0,290.55,675.0,0.1,1.4781640768051147,18057.641473054886
8288,415.0,290.3,675.0,0.1,0.49714794754981995,18090.27046895027
8301,235.0,295.7,675.0,0.1,4.591997146606445,18123.499647140503
8317,155.0,300.45,675.0,0.1,3.3617074489593506,18156.721585035324
8334,80.0,292.5,655.0,0.1,0.42262810468673706,18189.50980615616
8349,225.0,289.0,655.0,0.1,0.8963075876235962,18222.183304071426
8366,370.0,281.85,655.0,0.1,0.4523123502731323,18255.331386089325
8381,570.0,275.2,620.0,0.1,0.785162091255188,18288.035983085632
8395,215.0,275.7,625.0,0.1,3.2865967750549316,18320.928958177567
8408,465.0,271.3,640.0,0.1,0.3190684914588928,18354.215123176575
8425,380.0,273.05,640.0,0.1,1.1842838525772095,18387.59360909462
8437,185.0,291.8,700.0,0.1,0.4910815358161926,18420.441045999527
8450,210.0,295.45,700.0,0.1,0.42469051480293274,18453.502982139587
8464,215.0,305.6,700.0,0.1,0.36094120144844055,18486.45051717758
8478,275.0,314.1,700.0,0.1,0.5790059566497803,18519.702697992325
8493,15.0,316.0,700.0,0.1,0.5065537095069885,18552.637329101562
8508,235.0,315.3,700.0,0.1,1.063732385635376,18586.806687116623
8520,525.0,322.7,700.0,0.1,3.033625364303589,18619.484121084213
8533,0.0,326.3,685.0,0.1,0.9895672798156738,18652.806863069534
8548,15.0,323.65,685.0,0.1,0.43306905031204224,18686.197199106216
8561,135.0,318.3,685.0,0.1,1.278584599494934,18719.996340990067
8573,345.0,320.3,745.0,0.1,0.4741223454475403,18753.02417898178
8587,240.0,317.85,745.0,0.1,1.3231359720230103,18786.28576016426
8601,120.0,324.25,745.0,0.1,0.4536878764629364,18819.90477705002
8616,15.0,315.8,745.0,0.1,0.4377986788749695,18853.53559112549
8631,135.0,299.35,745.0,0.1,0.6649650931358337,18887.227127075195
8644,210.0,313.1,750.0,0.1,0.5704876184463501,18920.68473815918
8659,75.0,318.2,750.0,0.1,0.687006950378418,18954.274999141693
8672,180.0,310.15,750.0,0.1,4.78972053527832,18987.937229156494
8687,0.0,303.1,750.0,0.1,0.40273529291152954,19021.553398132324
8701,90.0,295.6,750.0,0.1,0.8609778881072998,19055.511440992355
8715,225.0,301.8,750.0,0.1,0.6427801847457886,19089.40599012375
8729,485.0,303.15,750.0,0.1,0.5458887815475464,19123.292689085007
8744,5.0,296.45,655.0,0.1,0.5930439233779907,19156.860233068466
8757,265.0,295.25,655.0,0.1,0.16565412282943726,19190.356374025345
8772,320.0,290.65,655.0,0.1,0.6996468901634216,19223.884107112885
8786,260.0,293.3,655.0,0.1,0.7263203859329224,19257.354374170303
8801,50.0,294.75,625.0,0.1,0.33564484119415283,19291.672708034515
8818,225.0,288.35,625.0,0.1,0.41168081760406494,19325.52663397789
8832,410.0,284.1,600.0,0.1,0.42465898394584656,19359.171174049377
8847,285.0,288.3,600.0,0.1,1.0984556674957275,19392.555068969727
