episode,reward,running_reward,max_reward,epsilon,loss,time_since_start
17,0.0,185.0,500.0,0.9910000000002963,0.0021339738741517067,21.01030707359314
38,0.0,159.3421052631579,500.0,0.9820000000005926,0.005038260016590357,43.240416049957275
53,10.0,173.77358490566039,585.0,0.9730000000008889,0.1361820548772812,65.40703916549683
73,410.0,161.36986301369862,585.0,0.9640000000011852,0.0017011819873005152,89.12523007392883
91,20.0,163.13186813186815,585.0,0.9550000000014816,0.492244154214859,111.81198215484619
113,465.0,150.75,635.0,0.9460000000017779,1.209984302520752,135.85454106330872
131,75.0,157.65,685.0,0.9370000000020742,0.04795655608177185,160.3923580646515
150,5.0,151.35,685.0,0.9280000000023705,0.3007080852985382,185.36768507957458
170,90.0,156.9,685.0,0.9190000000026668,0.011261524632573128,210.9811511039734
192,20.0,153.75,685.0,0.9100000000029631,0.7141497731208801,236.68584203720093
212,0.0,157.0,685.0,0.9010000000032594,1.1312198638916016,263.19979906082153
231,160.0,151.5,520.0,0.8920000000035557,0.03338082879781723,289.57211804389954
251,5.0,154.9,520.0,0.883000000003852,0.33058905601501465,315.6767179965973
269,0.0,151.4,520.0,0.8740000000041483,0.43731334805488586,342.13948607444763
289,65.0,153.0,560.0,0.8650000000044447,0.08807249367237091,368.62485218048096
308,160.0,157.6,560.0,0.856000000004741,0.22379079461097717,395.4292550086975
325,70.0,163.85,560.0,0.8470000000050373,0.4560546576976776,422.3673641681671
341,0.0,170.8,560.0,0.8380000000053336,0.007212088443338871,448.83155703544617
360,50.0,163.6,560.0,0.8290000000056299,0.34555715322494507,475.69161105155945
380,30.0,160.35,525.0,0.8200000000059262,0.11899439245462418,502.7593171596527
399,140.0,165.55,570.0,0.8110000000062225,0.4466419219970703,529.7313261032104
416,305.0,169.6,570.0,0.8020000000065188,0.018741000443696976,557.2777111530304
434,250.0,168.0,570.0,0.7930000000068151,0.4893273413181305,584.3966190814972
452,45.0,175.6,570.0,0.7840000000071115,0.02311066724359989,611.8383331298828
471,90.0,172.1,570.0,0.7750000000074078,1.0593372583389282,639.1347689628601
490,0.0,173.85,545.0,0.7660000000077041,0.08817955106496811,666.5580501556396
506,180.0,179.4,785.0,0.7570000000080004,0.24185211956501007,694.4957809448242
526,30.0,173.6,785.0,0.7480000000082967,0.09089163690805435,722.0073449611664
541,5.0,177.55,785.0,0.739000000008593,0.08815237879753113,749.9282121658325
560,80.0,177.8,785.0,0.7300000000088893,0.3120977282524109,777.7091729640961
577,0.0,199.9,785.0,0.7210000000091856,1.0287609100341797,805.6141149997711
596,170.0,199.8,785.0,0.7120000000094819,0.36179429292678833,833.690150976181
613,110.0,198.35,680.0,0.7030000000097782,0.39611953496932983,863.5450310707092
631,125.0,203.95,680.0,0.6940000000100746,0.21174682676792145,893.5242919921875
649,270.0,202.15,680.0,0.6850000000103709,0.6395891308784485,923.2789549827576
668,30.0,201.75,680.0,0.6760000000106672,1.126157522201538,953.2575440406799
685,120.0,201.8,625.0,0.6670000000109635,0.447017639875412,983.1595351696014
703,120.0,206.8,625.0,0.6580000000112598,0.09665091335773468,1013.7013881206512
720,65.0,211.95,625.0,0.6490000000115561,1.8239867687225342,1042.2686760425568
737,85.0,213.9,625.0,0.6400000000118524,0.3829289674758911,1071.2775871753693
755,0.0,222.1,625.0,0.6310000000121487,1.699270248413086,1100.2299749851227
771,80.0,221.5,655.0,0.622000000012445,0.6473461985588074,1129.266597032547
787,30.0,222.4,855.0,0.6130000000127414,0.8395885825157166,1158.3197450637817
804,55.0,225.1,855.0,0.6040000000130377,0.7198841571807861,1187.820641040802
822,195.0,215.5,855.0,0.595000000013334,0.4869246482849121,1217.387694120407
838,45.0,212.95,855.0,0.5860000000136303,0.26014018058776855,1246.6605110168457
855,175.0,212.55,855.0,0.5770000000139266,0.09023574739694595,1276.4920489788055
872,55.0,215.1,855.0,0.5680000000142229,0.22191335260868073,1305.960158109665
890,5.0,205.45,685.0,0.5590000000145192,0.5009908676147461,1335.6776230335236
905,0.0,210.8,685.0,0.5500000000148155,0.8718088865280151,1366.0179331302643
922,0.0,220.45,685.0,0.5410000000151118,0.6833109855651855,1395.7549259662628
