episode,frame,running_reward,max_reward,time
7671,5090000,356.2,945.0,161573.78988099098
7685,5100000,361.9,945.0,161903.87567710876
7699,5110000,358.25,785.0,162234.61598300934
7713,5120000,356.4,785.0,162564.98736810684
7726,5130000,346.1,685.0,162895.21573901176
7740,5140000,330.95,685.0,163224.66620206833
7755,5150000,320.45,685.0,163554.47183704376
7769,5160000,326.55,730.0,163883.931317091
7785,5170000,320.1,730.0,164213.63971996307
7801,5180000,309.35,730.0,164543.78276109695
7817,5190000,313.85,760.0,164874.97913694382
7828,5200000,325.2,760.0,165206.15468502045
7842,5210000,336.95,760.0,165536.93508911133
7856,5220000,340.25,760.0,165867.57685899734
7871,5230000,335.75,760.0,166198.43216609955
7887,5240000,345.15,760.0,166530.17444992065
7902,5250000,350.2,760.0,166862.74635601044
7916,5260000,349.95,755.0,167193.42154693604
7930,5270000,336.85,755.0,167524.88138008118
7944,5280000,332.25,755.0,167856.42354011536
7959,5290000,343.35,755.0,168187.90953493118
7976,5300000,329.65,755.0,168519.11245799065
7990,5310000,327.8,755.0,168850.75317692757
8003,5320000,332.25,805.0,169183.37605309486
8017,5330000,334.3,805.0,169519.15813612938
8034,5340000,326.3,805.0,169854.51219892502
8050,5350000,323.65,805.0,170188.90434908867
8065,5360000,318.8,805.0,170523.6797299385
8078,5370000,333.15,805.0,170858.27976608276
8092,5380000,327.35,805.0,171193.8198709488
8108,5390000,312.45,725.0,171526.5340640545
8125,5400000,310.0,725.0,171858.3924229145
8139,5410000,321.6,800.0,172189.48992609978
8154,5420000,323.45,800.0,172520.74145913124
8169,5430000,335.45,800.0,172851.53479504585
8185,5440000,324.1,800.0,173182.50851893425
8199,5450000,329.05,885.0,173513.44364094734
8212,5460000,344.4,920.0,173853.07143306732
8226,5470000,361.45,920.0,174185.58981895447
8240,5480000,356.35,920.0,174518.59875798225
8255,5490000,357.8,920.0,174857.79497599602
8268,5500000,354.95,920.0,175201.82009410858
8282,5510000,353.85,920.0,175538.428743124
8296,5520000,351.4,920.0,175888.11800599098
8310,5530000,346.6,880.0,176235.33203291893
8324,5540000,339.0,775.0,176581.01191306114
8337,5550000,354.9,775.0,176922.6935260296
8352,5560000,354.75,775.0,177278.59618592262
8366,5570000,351.1,775.0,177634.23918890953
8379,5580000,350.35,775.0,177988.93942403793
8396,5590000,349.0,785.0,178334.03134298325
