episode,frame,running_reward,max_reward,time
14699,10080000,333.4,985.0,338600.44373106956
14714,10090000,332.25,660.0,338969.29068112373
14728,10100000,334.65,775.0,339335.3837440014
14743,10110000,336.85,775.0,339703.28603196144
14756,10120000,336.0,775.0,340068.73188591003
14772,10130000,340.2,775.0,340435.1381890774
14785,10140000,339.6,775.0,340805.92152905464
14800,10150000,350.05,775.0,341170.94295191765
14813,10160000,366.15,775.0,341544.94007205963
14826,10170000,369.05,755.0,341915.249532938
14840,10180000,379.75,755.0,342285.68021798134
14854,10190000,372.35,755.0,342656.4168550968
14867,10200000,381.85,755.0,343029.46387290955
14881,10210000,378.35,845.0,343400.4525229931
14896,10220000,369.8,845.0,343771.2744629383
14910,10230000,361.25,845.0,344151.02084612846
14926,10240000,346.65,845.0,344525.5022890568
14938,10250000,344.35,845.0,344899.37026810646
14950,10260000,350.05,845.0,345273.1594629288
14965,10270000,339.9,845.0,345647.6719830036
14980,10280000,339.9,720.0,346021.5941660404
14996,10290000,343.0,730.0,346394.09662008286
15010,10300000,343.25,730.0,346765.43432211876
15022,10310000,353.55,730.0,347137.30278396606
15038,10320000,341.8,730.0,347509.3201389313
15051,10330000,346.0,780.0,347886.2312030792
15066,10340000,345.0,780.0,348263.6873009205
15080,10350000,347.35,780.0,348638.6187429428
15096,10360000,346.4,780.0,349009.1567659378
15110,10370000,346.45,780.0,349382.60940909386
15123,10380000,338.8,780.0,349750.6138961315
15139,10390000,339.15,780.0,350118.9630141258
15155,10400000,323.8,675.0,350491.0004091263
15169,10410000,331.35,675.0,350860.1917619705
15183,10420000,327.8,640.0,351232.25295996666
15196,10430000,341.9,865.0,351602.8612420559
15211,10440000,342.5,865.0,351975.9407720566
15224,10450000,349.25,865.0,352352.6276130676
15238,10460000,356.35,865.0,352728.6164050102
15251,10470000,366.9,865.0,353104.54144096375
15269,10480000,359.45,865.0,353481.8959739208
